id,department,project_name,scope_of_work,pm_department,project_status,neighborhood,authorization_existing,authorization_fy,authorization_future,grant_existing,grant_fy,grant_future,go_expended,capital_year_0,capital_year_1,capital_year_25,grant_expended,grant_year_0,grant_year_1,grant_year_25,external_funds,total_project_budget,sum_authorization
204,Transportation Department,Electric Charging Stations,Installation Of Electric Vehicle Charging Stations At Various Municipal Lots.,Transportation Department,Implementation Underway,Citywide,0,0,0,1400000,0,0,0.0,0,0,0.0,173312.0,1146110,80578,0.0,0,1400000,0
205,Transportation Department,Green Links,Annual Program To Create A Connected Network Of Pedestrian And Bicycle Paths That Will Allow More Access To Green Open Spaces.,Transportation Department,Annual Program,Citywide,356937,0,500000,150116,0,0,268118.0,15000,150000,423819.0,138916.0,0,0,11200.0,0,1007053,856937
206,Transportation Department,Jfk / Umass Station,Study Improvements And Create A Transportation Action Plan For The Mbta'S Jfk/Umass Station Area.,Transportation Department,Study Underway,Dorchester,0,0,0,550000,0,0,0.0,0,0,0.0,47684.0,160000,100000,242316.0,0,550000,0
207,Transportation Department,Municipal Parking Lots,"Lighting, Paving, Re-Striping, And Other Upgrades To Municipal Parking Lots Citywide.",Transportation Department,To Be Scheduled,Citywide,1000000,0,0,0,0,0,0.0,0,0,1000000.0,0.0,0,0,0.0,0,1000000,1000000
208,Transportation Department,Rapid Bus Transportation Seaport,Develop An Action Plan And Implementation Program For Rapid Bus Transit Between North Station And The Seaport.,Transportation Department,In Design,Multiple Neighborhoods,0,0,0,260000,0,0,0.0,0,0,0.0,147289.0,87711,25000,0.0,0,260000,0
209,Transportation Department,Roslindale Gateway,Design Relative To The Arboretum Road Green Link Project.,Parks And Recreation Department,In Design,Roslindale,0,0,0,50000,0,0,0.0,0,0,0.0,50000.0,0,0,0.0,0,50000,0
210,Transportation Department,Safe And Reliable Streets,"Support Anti-Congestion Efforts Citywide Through Data Collection, Safety And Public Realm Improvements. Includes Staff Support To Augment Operational Needs. Funded By State Tnc Revenue.",Transportation Department,Annual Program,Citywide,0,0,0,6662107,1100000,0,0.0,0,0,0.0,3056137.0,1200000,1500000,2005970.0,0,7762107,0
211,Transportation Department,Connect Downtown: Public Garden Crossings,"Advance Planning And Design For A Go Boston 2030 Priority Project That Would Extend The Southwest Corridor, Via On-Street Bike Facilities, To Connect With Major Destinations In Downtown And Beacon Hill.",Transportation Department,In Construction,Multiple Neighborhoods,0,0,0,3250000,0,0,0.0,0,0,0.0,250000.0,0,500000,2500000.0,0,3250000,0
212,Transportation Department,Bike Network Project,Maximize Usage In Existing High Volume Bike Lanes Via Construction Of Bike Lane Extensions And Connections With Citywide Key Bike Corridors. Implement New Bike Corridor Accelerator To Complete Large Parts Of Downtown And Outlying Networks.,Transportation Department,Annual Program,Citywide,14300000,0,0,3000000,0,0,4859502.0,3500000,3000000,2940498.0,1000000.0,1000000,1000000,0.0,0,17300000,14300000
213,Transportation Department,Traffic Signal Construction At 5 Locations,Design And Construct Safety Improvements To Various Traffic Signals Throughout The City.,Transportation Department,In Design,Multiple Neighborhoods,900000,0,0,4220000,1880000,0,537466.0,60555,0,301979.0,0.0,0,1000000,5100000.0,0,7000000,900000
214,Transportation Department,Transportation Action Plan Implementation,Create Conceptual Designs For Key Projects Identified From Planning Studies And Action Plans.,Transportation Department,Annual Program,Citywide,300000,0,0,0,0,0,0.0,0,0,300000.0,0.0,0,0,0.0,0,300000,300000
215,Transportation Department,Vision Zero,"Implement Roadway Design Changes To Reduce Speeds, Control Movements, And Improve The Visibility Of Vulnerable Users.",Transportation Department,Annual Program,Citywide,17842192,0,2077808,9725000,0,0,12733963.0,3000000,1000000,3186037.0,2059933.0,3665067,4000000,0.0,0,29645000,19920000
216,Transportation Department,Vision Zero: Neighborhood Slow Streets,Design And Construct Neighborhood Slow Street Zones Throughout The City.,Transportation Department,In Construction,Multiple Neighborhoods,0,0,0,14400000,0,0,0.0,0,0,0.0,5400251.0,2089468,5000000,1910281.0,0,14400000,0
217,Transportation Department,Bikeshare Dock Replacement,"Replace Portions Of City'S Bikeshare System, Including Docks, Kiosks And Bikes.",Transportation Department,Implementation Underway,Citywide,0,0,0,1771100,0,500000,0.0,0,0,0.0,999637.0,1250000,21463,0.0,0,2271100,0
218,Transportation Department,Mission Hill Transportation Planning,Planning For Pedestrian Improvements.,Transportation Department,Study Underway,Mission Hill,300000,0,0,0,0,0,44094.0,130906,125000,0.0,0.0,0,0,0.0,0,300000,300000
219,Transportation Department,Lost Village Streets,"Design And Construct Improvements To Roads, Sidewalks And Signals In The Lost Village Section Of Charlestown.",Transportation Department,In Design,Charlestown,0,0,0,1600000,0,0,0.0,0,0,0.0,0.0,0,1250000,350000.0,0,1600000,0
220,Transportation Department,Blue Hill Avenue Multimodal Corridor,"On Blue Hill Ave., The Creation Of Center-Running Dedicated Bus Lanes, Redesigned Mattapan Square For Improved Bus Connection To The Mbta Station, Protected Bike Lanes, Signal Changes, And Sidewalks.",Transportation Department,In Design,Multiple Neighborhoods,18224000,0,0,0,0,0,0.0,224000,1000000,17000000.0,0.0,0,0,0.0,26232000,44456000,18224000
221,Transportation Department,Southwest Neighborhood Transit Action Plan,Study And Develop A Transportation Action Plan For The Southwest Neighborhoods Of Boston.,Transportation Department,Study Underway,Multiple Neighborhoods,1600000,0,0,0,0,0,0.0,200000,400000,1000000.0,0.0,0,0,0.0,0,1600000,1600000
222,Transportation Department,Fairmount Line Urban Rail Study,Commission A Technical Analysis On Transforming The Fairmount Commuter Rail Line To A Subway-Like Service Level.,Transportation Department,Study Underway,Multiple Neighborhoods,0,0,0,790000,0,0,0.0,0,0,0.0,0.0,0,0,790000.0,0,790000,0
223,Transportation Department,Safe Routes To Schools,Provide Row Services To Support A Massdot Funded Srts Project In The Vicinity Of The David Ellis School In Roxbury.,Transportation Department,In Design,Multiple Neighborhoods,100000,0,0,0,0,0,0.0,0,0,100000.0,0.0,0,0,0.0,2737728,2837728,100000
224,Transportation Department,Norwell Street Square,Develop Dead-End Section Of Park Street Into A Plaza In Conjunction With The Development Of A Park In The Adjacent Lots.,Parks And Recreation Department,In Design,Dorchester,220000,0,0,0,0,0,0.0,10000,0,210000.0,0.0,0,0,0.0,0,220000,220000
225,Transportation Department,Transportation Planning,"Develop And Test New Mobility Strategies That Pertain To Transportation Demand Management, Electric Vehicles, And Neighborhood Mobility Hubs.",Transportation Department,Annual Program,Citywide,1139813,0,0,350000,0,0,0.0,0,250000,889813.0,0.0,0,0,350000.0,0,1489813,1139813
226,Transportation Department,Traffic Signals,"Provide Traffic Signal Design Services, Install Or Upgrade Existing Traffic Signals And Controls, Install New Control Boxes And Battery Backup Equipment.",Transportation Department,Annual Program,Citywide,5125000,6310000,0,0,0,0,195925.0,3500000,3500000,4239075.0,0.0,0,0,0.0,0,11435000,11435000
227,Transportation Department,Crosswalks And Lane Markings,Provide Additional Crosswalk And Lane Markings.,Transportation Department,Annual Program,Citywide,0,0,0,5725000,0,0,0.0,0,0,0.0,0.0,2075888,1500000,2149112.0,0,5725000,0
228,Transportation Department,Accessible Pedestrian Signals,"Purchase And Install Aps Devices For New Construction, Major Reconstructions, And By Request As Outlined In The City'S Response To The Federal Mandate.",Transportation Department,Annual Program,Citywide,1500000,0,0,0,0,0,0.0,500000,500000,500000.0,0.0,0,0,0.0,0,1500000,1500000
229,Transportation Department,Roxbury Resilient Transportation Corridors,"Plan And Design A Transformation Of Three Of Roxbury'S Central Transportation Corridors, Melnea Cass Blvd., Malcolm X Blvd., And Warren Street, Into Multimodal Routes That Center Transit And Active Transportation.",Transportation Department,To Be Scheduled,Roxbury,12500000,0,0,20000000,0,0,0.0,0,1000000,11500000.0,0.0,0,0,20000000.0,0,32500000,12500000
230,Transportation Department,Mlk Jr. Boulevard,"Design And Reconstruct Mlk Jr. Blvd. In Roxbury To Widen And Improvement Sidewalks, Add Separated Bike Lanes, And Incorporate Green Infrastructure To This Important Roxbury Transportation Route.",Transportation Department,To Be Scheduled,Roxbury,3800000,0,0,0,0,0,0.0,0,0,3800000.0,0.0,0,0,0.0,0,3800000,3800000
231,Transportation Department,Tremont/Columbus Phases I & Ii,"Incorporate Green Infrastructure Components To The State'S Continuation Of The Center-Running Bus Lane On Columbus Ave., And Construct Traffic Calming Infrastructure On The Streets Adjacent To Columbus Ave.",Transportation Department,To Be Scheduled,Multiple Neighborhoods,3300000,0,0,0,0,0,0.0,0,0,3300000.0,0.0,0,0,0.0,0,3300000,3300000
232,Transportation Department,Thoreau Path / Canal Street,"Pedestrianization Of Canal Street In The Bulfinch Triangle Creating A Walkable Route From Haymarket And Government Center To North Station, Pedestrian Improvements For The Thoreau Path, And A Bike Lane Between Causeway Street And Commercial Street.",Transportation Department,To Be Scheduled,Downtown/Government Center,0,0,0,4785000,0,0,0.0,0,0,0.0,0.0,0,100000,4685000.0,0,4785000,0
233,Transportation Department,Go Boston 2030 Update,Update Boston'S Go Boston 2030 Master Plan To Assess The Achievements Thus Far And Realign Priorities For The Next Decade Of Planning Work.,Transportation Department,Study Underway,Citywide,0,0,0,250000,0,0,0.0,0,0,0.0,0.0,0,125000,125000.0,300000,550000,0
234,Transportation Department,Safety Surge,"Design, Engineering, And Construction Work For Significantly Increased Roadway Safety Infrastructure Across The City, Focused On Speed Hump Construction, Traffic Signal Work At Intersections, And Raised Crosswalks Or Other Ada Ramp Work.",Transportation Department,In Construction,Citywide,0,0,0,12595000,0,0,0.0,0,0,0.0,0.0,2500000,5600000,4495000.0,0,12595000,0
235,Transportation Department,Parking Meter Replacement,Purchase New Parking Meters And Upgrade Existing Multi-Space Parking Meters.,Transportation Department,Implementation Underway,Citywide,0,0,0,3500000,3500000,0,0.0,0,0,0.0,0.0,0,3500000,3500000.0,0,7000000,0
236,Transportation Department,E-Bike Purchase,Purchase And Deploy E-Assist Bicycles In The Boston Area Bluebike Bikeshare System.,Transportation Department,Implementation Underway,Citywide,0,0,0,1350000,0,0,0.0,0,0,0.0,0.0,1000000,350000,0.0,0,1350000,0
237,Public Works Department,Ada/Aab Pedestrian Ramps,Install Or Reconstruct Pedestrian Ramps To Conform To Current Americans With Disabilities Act (Ada) And Architectural Access Board (Aab) Regulations.,Public Works Department,Annual Program,Citywide,12850000,0,0,23900000,0,0,4480099.0,3369901,5000000,0.0,14362469.0,4537531,5000000,0.0,0,36750000,12850000
238,Public Works Department,Amory Street Extension And Canterbury Street,"Reconstruct Road, Sidewalks, And Lighting From Amory Street To The End And Also Sidewalk And Safety Improvements At Intersection Of Canterbury Street, Neponset Ave., And Bourne Street.",Public Works Department,In Construction,Multiple Neighborhoods,1705000,0,0,0,0,0,0.0,200000,1000000,505000.0,0.0,0,0,0.0,0,1705000,1705000
239,Public Works Department,Boylston Street Sidewalks,Design And Construct Sidewalk And/Or Streetscape Improvements On Boylston Street.,Public Works Department,Annual Program,Back Bay,0,1239000,0,3761000,0,0,0.0,0,239000,1000000.0,1775751.0,500000,1000000,485249.0,0,5000000,1239000
240,Public Works Department,Bridge Repairs,Ongoing Repairs At Various City-Owned Bridges As Needed To Bring The Portfolio Of 40 Bridges To A State Of Good Repair. This Includes Proactive Maintenance And Annual Maintenance.,Public Works Department,Annual Program,Citywide,37500000,0,0,0,0,0,18380301.0,7000000,5000000,7119699.0,0.0,0,0,0.0,0,37500000,37500000
241,Public Works Department,Cambridge Street Bridge,"Rehabilitate Bridge, Performing Repairs As Needed.",Public Works Department,To Be Scheduled,Charlestown,3000000,0,0,0,0,0,0.0,0,0,3000000.0,0.0,0,0,0.0,16632000,19632000,3000000
242,Public Works Department,Commonwealth Avenue Phase 3 And 4,"Design And Reconstruct Commonwealth Ave. From Packard’S Corner To Kelton Street, With The Addition Of A Cycle Track. State Construction Funding Anticipated.",Public Works Department,In Design,Allston/Brighton,2500000,0,0,0,0,0,1040593.0,125000,125000,1209407.0,0.0,0,0,0.0,0,2500000,2500000
243,Public Works Department,Commonwealth Avenue Phase 3B,Construction Of Pedestrian And Bicyclist Safety Measures On Commonwealth Ave. At And Near The Intersection Of Harvard Ave.,Public Works Department,In Design,Allston/Brighton,0,0,10000000,1000000,0,0,0.0,0,0,10000000.0,0.0,0,0,1000000.0,0,11000000,10000000
244,Public Works Department,Congress Street And Sleeper Street,"Reconstruct Congress Street From Fort Point Channel To West Service Road And Sleeper Street To Complete Streets Standards Where Applicable, In Order To Provide Safe Multimodal Streets, Including; New Sidewalks, Street Lights, Trees And Street Furniture.",Public Works Department,In Design,South Boston,3000000,0,0,6000000,0,0,0.0,0,0,3000000.0,0.0,100000,2500000,3400000.0,0,9000000,3000000
245,Public Works Department,Cummins Highway,"Reconstruct Road, Make Traffic Improvements, Install New Pedestrian Ramps, Enhance Bike Access, Install New Tree Plantings, And Improve Lighting From River Street In Mattapan Square To Harvard Street.",Public Works Department,In Construction,Mattapan,0,0,0,31306311,0,0,0.0,0,0,0.0,0.0,300000,6000000,25006311.0,0,31306311,0
246,Public Works Department,District Yard Improvements,Facility Assessment And Improvements To The City'S District Yards Utilized By The Public Works Department.,Public Works Department,To Be Scheduled,Multiple Neighborhoods,1200000,0,0,0,0,0,0.0,0,0,1200000.0,0.0,0,0,0.0,0,1200000,1200000
247,Public Works Department,Downtown Crossing,"Design Improvements To The Washington Street/Summer Street/Winter Street Intersections, Including Reconstruction Of The Roadway, Implementation Of A Pedestrian Zone Or Shared Street, And Security Improvements.",Public Works Department,In Design,Downtown/Government Center,1700000,0,0,0,0,0,411961.0,188039,100000,1000000.0,0.0,0,0,0.0,0,1700000,1700000
248,Public Works Department,East Eagle Street Shoreline,Shoreline Stabilization Along Chelsea Creek Near East Eagle Street.,Public Works Department,In Design,East Boston,538000,0,0,0,0,0,0.0,0,0,538000.0,0.0,0,0,0.0,646000,1184000,538000
249,Public Works Department,Columbia Road,"Develop A Master Plan To Create An Active, Green Transportation Corridor Along Columbia Road That Connects Franklin Park And The Waterfront, Via The Historic Emerald Necklace.",Public Works Department,In Design,Multiple Neighborhoods,0,0,0,11000000,0,0,0.0,0,0,0.0,0.0,250000,250000,10500000.0,0,11000000,0
250,Public Works Department,Footpath And Stairways,Conduct Assessment Of Footpaths And Stairways Throughout The City Followed By Reconstruction.,Public Works Department,Annual Program,Citywide,3530000,0,0,0,0,0,392813.0,107187,250000,2780000.0,0.0,0,0,0.0,0,3530000,3530000
251,Public Works Department,Harrison Avenue Improvements,Road Reconstruction Improvements To Harrison Ave. Between East Berkeley Street And Herald Street.,Public Works Department,In Design,South End,0,0,0,2222050,2000000,0,0.0,0,0,0.0,100000.0,0,500000,3622050.0,0,4222050,0
252,Public Works Department,Mcardle Bridge,Design Phase Of Bridge Structure Rehabilitation.,Public Works Department,In Design,East Boston,15000000,0,0,0,0,0,0.0,500000,1000000,13500000.0,0.0,0,0,0.0,0,15000000,15000000
253,Public Works Department,New Market One Ways,"Redesign Massachusetts Ave. Between Melnea Cass Blvd. And Theodore Glynn Way For Safety Improvements That Improve Walking, Biking, And Public Transit Access.",Public Works Department,To Be Scheduled,Roxbury,850000,0,0,0,0,0,0.0,30000,0,820000.0,0.0,0,0,0.0,0,850000,850000
254,Public Works Department,North Washington Street Bridge,Design And Construction Of A New Bridge That Will Replace The Existing Structure. State And Federal Construction Funds Awarded.,Public Works Department,In Construction,Charlestown,9184468,0,0,35270000,0,0,5673066.0,3511402,0,0.0,15285282.0,6472718,2500000,11012000.0,178067519,222521987,9184468
255,Public Works Department,Northern Avenue Bridge,Re-Build The Bridge And Preserve Certain Elements Of The Historic Structure While Creating A Transformative Multi-Modal Bridge That Prioritizes Pedestrians And Shared Public Space.,Public Works Department,In Design,South Boston,10000000,0,0,21100000,0,0,0.0,625000,2500000,6875000.0,9012321.0,0,0,12087679.0,0,31100000,10000000
256,Public Works Department,Retaining Walls,Construction Funds To Support A Multi-Year Capital Improvement Program To Repair And Maintain Retaining Walls In The Public Right-Of-Way.,Public Works Department,Annual Program,Citywide,2200000,0,0,0,0,0,565504.0,0,0,1634496.0,0.0,0,0,0.0,0,2200000,2200000
257,Public Works Department,Sidewalk Reconstruction,Response To 311 Requests For Sidewalk And Ramp Repairs And Reconstruction.,Public Works Department,Annual Program,Citywide,6800000,0,0,0,0,0,1910921.0,2389079,2500000,0.0,0.0,0,0,0.0,0,6800000,6800000
258,Public Works Department,State Street,"Reconstruct Road, Sidewalks, And Lighting From Congress Street To Rose Kennedy Greenway.",Public Works Department,In Design,Downtown/Government Center,1500000,3500000,0,2700000,0,0,0.0,0,0,5000000.0,0.0,0,1000000,1700000.0,0,7700000,5000000
259,Public Works Department,Storm Water Pollution Study,Engineering Study To Identify Methods To Eliminate Storm Water Pollution.,Public Works Department,To Be Scheduled,Citywide,150000,0,0,0,0,0,0.0,0,0,150000.0,0.0,0,0,0.0,0,150000,150000
260,Public Works Department,Street Light Gas Lamps,"Using Utility Subsidies, This Program Is Designed To Retrofit Solar Powered Timers To Activate Gas Lamp Street Lights.",Public Works Department,Annual Program,Multiple Neighborhoods,1162500,0,900000,187500,0,0,247000.0,22735,0,1792765.0,64250.0,23250,0,100000.0,0,2250000,2062500
261,Public Works Department,Street Light Led Conversion,A City-Wide Project To Convert Mercury And Sodium Vapor Streetlights To Light Emitting Diode (Led) Lights.,Public Works Department,Annual Program,Citywide,4540000,0,0,0,0,0,701042.0,595750,0,3243208.0,0.0,0,0,0.0,0,4540000,4540000
262,Public Works Department,Street Lighting Assessment,Implement A System Wide Structural Assessment On All City Street Lighting Infrastructure.,Public Works Department,To Be Scheduled,Citywide,750000,0,0,0,0,0,13500.0,10500,0,726000.0,0.0,0,0,0.0,0,750000,750000
263,Public Works Department,Sullivan Square / Rutherford Avenue,Engineering And Design Services To Provide For Corridor-Wide Transportation Improvements. State And Federal Funding Anticipated.,Public Works Department,In Design,Charlestown,4206000,3500000,0,4409403,0,0,3916079.0,250000,450000,3089921.0,3700142.0,584261,125000,0.0,197759449,209874852,7706000
264,Public Works Department,Summer Street Phase 2,"Continuation Of Crossroads Initiative At Summer Street To Improve Roadway, Sidewalks, Street Lighting, And Bicyclist Safety. Phase 1 Scope Included Area From Fort Point Channel To Boston Wharf Road. Phase 2 Will Extend From Bcec Towards South Boston.",Public Works Department,To Be Scheduled,South Boston,0,0,0,600000,0,0,0.0,0,0,0.0,0.0,0,0,600000.0,0,600000,0
265,Public Works Department,Washington Street / Traveler Street,"Roadway Improvements To Washington Street From East Berkeley Street To Herald Street, And Traveler Street Between Washington Street And Harrison Ave.. Improvements Include Resurfacing, Pavement Markings, And New Traffic Signals.",Public Works Department,In Design,South End,0,0,0,1750000,0,0,0.0,0,0,0.0,471753.0,282316,0,995931.0,0,1750000,0
266,Public Works Department,Whittier Street Housing Development Roadways,Reconstruct Roads And Sidewalks In The Whittier Street Housing Development In Conjunction With A $30M Hud Grant To Revitalize The Development And Surrounding Neighborhood.,Boston Housing Authority,In Design,Roxbury,0,0,0,1000000,0,0,0.0,0,0,0.0,0.0,0,1000000,0.0,0,1000000,0
267,Public Works Department,Massachusetts Avenue And Melnea Cass Boulevard Intersection,"Re-Design The Intersection Of Massachusetts Ave. And Melnea Cass Blvd. To Improve Pedestrian, Bicycle And Vehicular Safety.",Public Works Department,To Be Scheduled,Multiple Neighborhoods,1500000,0,0,0,0,0,0.0,0,0,1500000.0,0.0,0,0,0.0,0,1500000,1500000
268,Public Works Department,Fleet Electrification Building Assessment,Conduct A Building Assessment To Determine What Infrastructure Is Needed For Fleet Electrification.,Public Facilities Department,To Be Scheduled,Citywide,250000,0,0,0,0,0,0.0,0,0,250000.0,0.0,0,0,0.0,0,250000,250000
269,Public Works Department,Street Lighting Maintenance Facility,A Study To Determine A Location For A Permanent Public Works Street Lighting Facility.,Public Facilities Department,To Be Scheduled,Citywide,2500000,0,0,0,0,0,0.0,0,0,2500000.0,0.0,0,0,0.0,0,2500000,2500000
270,Public Works Department,Street Lighting Infrastructure Upgrades,Replacement Of Street Lighting Infrastructure To Promote Safety And Well-Being.,Public Works Department,Annual Program,Citywide,4550000,0,0,0,0,0,892454.0,500000,0,3157546.0,0.0,0,0,0.0,0,4550000,4550000
271,Public Works Department,Inventory Management Program,Purchase And Implement An Inventory Management System For Street Lighting Tools And Supplies.,Public Works Department,To Be Scheduled,Citywide,750000,0,0,0,0,0,0.0,0,0,750000.0,0.0,0,0,0.0,0,750000,750000
272,Public Works Department,Central Maintenance Facility Complex,"Continued Renovations To The Building, Garage, And Grounds.",Public Facilities Department,In Construction,South End,6969000,0,0,0,0,0,1737556.0,3460450,1500000,270994.0,0.0,0,0,0.0,0,6969000,6969000
273,Public Works Department,Street Lighting Installation,Installation Of Street Lights In Various Locations.,Public Works Department,Annual Program,Citywide,6000000,0,3000000,0,0,0,537584.0,3000000,3000000,2462416.0,0.0,0,0,0.0,0,9000000,9000000
274,Public Works Department,Roadway Reconstruction And Resurfacing,"Includes Road Reconstruction, Roadway Resurfacing, Sidewalk Reconstruction, And Traffic Signal Replacement Where Appropriate.",Public Works Department,Annual Program,Citywide,20400000,0,0,18602992,0,3924113,2542178.0,7337862,6000000,4519960.0,7550375.0,5000000,6000000,3976730.0,0,42927105,20400000
275,Public Works Department,Chinatown Sidewalk Improvements,Improve The Condition Of Sidewalks In Historic Chinatown Neighborhood.,Public Works Department,In Design,Chinatown,500000,2500000,0,0,0,0,0.0,125000,375000,2500000.0,0.0,0,0,0.0,0,3000000,3000000
276,Public Works Department,Hyde Park Avenue Median,Extend Median On Hyde Park Ave. At Neponset Avenue And Florian Street To Make The Temporary Closures Permanent.,Public Works Department,To Be Scheduled,Dorchester,200000,0,0,0,0,0,0.0,0,200000,0.0,0.0,0,0,0.0,0,200000,200000
277,Public Works Department,Bussey Street Reconstruction Phase I,"Phase I Of A Reconstruction Of Bussey Street In The Arboretum, Which Will Improve Sidewalk Conditions, Add Lighting To The Street, And Explore Adding Active Transportation Infrastructure.",Public Works Department,In Design,Multiple Neighborhoods,250000,0,0,0,0,0,0.0,0,0,250000.0,0.0,0,0,0.0,0,250000,250000
278,Public Works Department,Green Infrastructure Existing Conditions Assessments,"Design, Engineering, And Construction Work To Implement Green Infrastructure Solutions In Targetable Locations.",Public Works Department,Study Underway,Citywide,750000,850000,0,0,0,0,0.0,200000,500000,900000.0,0.0,0,0,0.0,0,1600000,1600000
279,Public Works Department,Moon Island Causeway,Engineering And Construction Work To Ensure The Causeway To Moon Island Remains In A State Of Good Repair.,Public Works Department,In Design,Harbor Islands,2000000,0,0,0,0,0,0.0,250000,1600000,150000.0,0.0,0,0,0.0,0,2000000,2000000
280,Public Works Department,Walworth Street Bridge,Engineering And Construction Work To Ensure The Walworth Street Bridge Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,Roslindale,0,0,0,3500000,0,0,0.0,0,0,0.0,0.0,100000,250000,3150000.0,0,3500000,0
281,Public Works Department,Austin Street Bridge,Engineering And Construction Work To Ensure The Austin Street Bridge Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,Charlestown,5000000,0,0,0,0,0,0.0,0,100000,4900000.0,0.0,0,0,0.0,0,5000000,5000000
282,Public Works Department,Blakemore Street Bridge,Engineering And Construction Work To Ensure The Blakemore Street Bridge Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,Roslindale,0,0,0,750000,0,0,0.0,0,0,0.0,0.0,0,0,750000.0,0,750000,0
283,Public Works Department,Belgrade Avenue Bridge,Engineering And Construction Work To Ensure The Belgrade Ave. Bridge Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,Roslindale,3000000,0,0,0,0,0,0.0,100000,100000,2800000.0,0.0,0,0,0.0,0,3000000,3000000
284,Public Works Department,Sullivan Square Underpass,Engineering And Construction Work To Ensure The Underpass At Sullivan Square Remains In A State Of Good Repair.,Public Works Department,In Construction,Charlestown,4030000,0,0,2000000,0,0,0.0,1500000,2280000,250000.0,0.0,1500000,500000,0.0,0,6030000,4030000
285,Public Works Department,Summer Street Bridge At Fort Point Channel,Engineering And Construction Work To Ensure The Summer Street Bridge Over Fort Point Channel Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,South Boston,5000000,0,15000000,0,0,0,0.0,250000,250000,19500000.0,0.0,0,0,0.0,0,20000000,20000000
286,Public Works Department,Massachusetts Ave. / Huntington Ave. Bridge,Engineering And Construction Work To Ensure The Overpass Bridge At The Intersection Of Massachusetts Ave. And Huntington Ave. Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,Fenway-Kenmore,2000000,0,0,0,0,0,0.0,0,0,2000000.0,0.0,0,0,0.0,0,2000000,2000000
287,Public Works Department,Shawmut Avenue Bridge,Engineering And Construction Work To Ensure The Shawmut Ave. Bridge Remains In A State Of Good Repair.,Public Works Department,To Be Scheduled,Multiple Neighborhoods,0,0,0,1100000,0,0,0.0,0,0,0.0,0.0,0,0,1100000.0,0,1100000,0
288,Public Works Department,Nottingham Path,Engineering And Construction Work To Ensure The Nottingham Path Remains In A State Of Good Repair.,Public Works Department,In Construction,Allston/Brighton,1500000,0,0,0,0,0,0.0,670000,170000,660000.0,0.0,0,0,0.0,0,1500000,1500000
289,Public Works Department,Wellington Hill Street Stairs,Engineering And Construction Work To Ensure The Wellington Hill Street Stairs Remains In A State Of Good Repair.,Public Works Department,In Construction,Mattapan,1950000,0,0,0,0,0,0.0,400000,1400000,150000.0,0.0,0,0,0.0,0,1950000,1950000
290,Boston Public Schools,Accreditation Improvements At Various Schools,Renovate Or Make Building Improvements Necessary To Meet Or Maintain School Building Accreditation Standards.,Boston Public Schools,Annual Program,Citywide,3000000,0,1000000,0,0,0,753630.0,409750,0,2836620.0,0.0,0,0,0.0,0,4000000,4000000
291,Boston Public Schools,Bathroom Renovations At Various Schools,"Upgrade Bathrooms At Various Schools, Including Fixtures, Flooring, Partitions, Lighting, And Paint.",Boston Public Schools,In Construction,Citywide,46000000,0,0,0,0,0,3528749.0,39000000,3471251,0.0,0.0,0,0,0.0,0,46000000,46000000
292,Boston Public Schools,Blackstone School Renovation,Study And Design Of Major Renovations To The Blackstone School.,Public Facilities Department,To Be Scheduled,South End,20000000,0,0,0,0,0,0.0,0,0,20000000.0,0.0,0,0,0.0,0,20000000,20000000
293,Boston Public Schools,Bps: 21St Century Schools Fund,Acquire New School Furniture And Technology To Promote 21St Century Learning.,Boston Public Schools,Annual Program,Citywide,4103029,0,0,0,0,0,1621991.0,250000,0,2231038.0,0.0,0,0,0.0,0,4103029,4103029
294,Boston Public Schools,Bps: Capital Maintenance,"Core Maintenance Work In Various Schools, Including Electrical, Hvac, Masonry, And Window Repairs.",Boston Public Schools,Annual Program,Citywide,17081160,0,0,0,0,0,1495664.0,506486,0,15079010.0,0.0,0,0,0.0,0,17081160,17081160
295,Boston Public Schools,Bps: Msba Arp Reserve,Reserve For Future Msba Accelerated Repair Program Projects.,Public Facilities Department,Annual Program,Citywide,0,0,30000000,0,0,0,0.0,0,0,30000000.0,0.0,0,0,0.0,0,30000000,30000000
296,Boston Public Schools,Carter School,"Design And Construct, In Conjunction With The Msba, A New School Building That Include Spaces For Beneficial And Critical Instructional Activities, Including Aquatic, Physical, Creative Arts, And Multi-Sensory Therapies.",Public Facilities Department,In Construction,South End,80784730,0,0,30595455,0,0,8236486.0,45000000,20000000,7548244.0,971865.0,5000000,18000000,6623590.0,0,111380185,80784730
297,Boston Public Schools,Curley K-8 School,"Rebuild Exterior Bridge And Walkway That Connects The Two School Buildings, Replace Doors, Install Lighting, And Add An Accessible Toilet Room.",Public Facilities Department,In Construction,Jamaica Plain,3570000,0,0,0,0,0,1676975.0,500000,1000000,393025.0,0.0,0,0,0.0,0,3570000,3570000
